"","firstName","gender","numberChildren.x","numberChildren.y"
"20532","Promise","M",10,18
"20533","Promyse","F",17,27
"20534","Prophet","M",11,6
"20535","Prosper","M",18,21
"20536","Prosperity","F",6,12
"20537","Providence","F",12,10
"20538","Prudence","F",79,69
"20539","Pruitt","M",5,5
"20540","Pryce","M",40,57
"20541","Prynce","M",35,27
"20542","Pryncess","F",8,7
"20543","Prynceton","M",7,9
"20544","Pryor","M",14,9
"20545","Psalm","F",5,11
"20546","Psalm","M",8,6
"20547","Purav","M",5,9
"20548","Purity","F",17,17
"20549","Purvi","F",6,7
"20550","Pyper","F",213,240
"20551","Qadir","M",12,14
"20552","Qais","M",24,22
"20553","Qamar","F",22,15
"20554","Qasim","M",35,36
"20555","Qays","M",7,5
"20556","Qiana","F",8,5
"20557","Qirat","F",5,9
"20558","Quade","M",36,35
"20559","Quadir","M",20,28
"20560","Quaid","M",36,28
"20561","Quamir","M",12,11
"20562","Quan","M",13,21
"20563","Quavon","M",6,11
"20564","Queen","F",197,148
"20565","Queena","F",50,30
"20566","Queenie","F",52,41
"20567","Quentin","M",628,613
"20568","Quenton","M",29,24
"20569","Quentyn","M",8,16
"20570","Quest","M",35,28
"20571","Quetzali","F",9,12
"20572","Quetzalli","F",26,33
"20573","Quetzally","F",10,9
"20574","Quetzaly","F",28,26
"20575","Quiana","F",5,8
"20576","Quianna","F",5,6
"20577","Quill","M",23,21
"20578","Quillan","M",13,10
"20579","Quin","F",22,28
"20580","Quin","M",34,36
"20581","Quince","M",5,5
"20582","Quincee","F",10,13
"20583","Quincee","M",5,5
"20584","Quincey","F",22,29
"20585","Quincey","M",23,24
"20586","Quinci","F",5,8
"20587","Quincie","F",5,6
"20588","Quincy","F",163,147
"20589","Quincy","M",473,456
"20590","Quindarius","M",8,6
"20591","Quinlan","F",28,25
"20592","Quinlan","M",48,51
"20593","Quinlee","F",23,18
"20594","Quinley","F",57,36
"20595","Quinlyn","F",23,18
"20596","Quinlynn","F",13,12
"20597","Quinn","F",3636,3089
"20598","Quinn","M",1040,945
"20599","Quinne","F",5,6
"20600","Quinnlee","F",8,7
"20601","Quinnleigh","F",5,5
"20602","Quinnley","F",24,20
"20603","Quinnly","F",10,10
"20604","Quinnlyn","F",23,23
"20605","Quinnlynn","F",6,6
"20606","Quinnton","M",10,9
"20607","Quint","M",10,14
"20608","Quintavious","M",11,13
"20609","Quinten","M",149,140
"20610","Quintin","M",182,219
"20611","Quinton","M",453,462
"20612","Quintrell","M",10,17
"20613","Quintus","M",26,22
"20614","Quintyn","M",17,17
"20615","Quorra","F",23,24
"20616","Quran","M",36,36
"20617","Qusai","M",13,26
"20618","Qusay","M",9,10
"20619","Quynh","F",8,8
"20620","Quynn","F",11,10
"20621","Ra","M",7,9
"20622","Raad","M",10,9
"20623","Raaga","F",6,8
"20624","Raaghav","M",7,7
"20625","Raahi","F",13,9
"20626","Raahim","M",6,11
"20627","Raam","M",7,7
"20628","Raaya","F",7,5
"20629","Rabia","F",18,11
"20630","Race","M",19,28
"20631","Racer","M",6,6
"20632","Rachael","F",162,183
"20633","Racheal","F",21,17
"20634","Rachel","F",1854,1922
"20635","Rachell","F",22,30
"20636","Rachelle","F",61,95
"20637","Rachit","M",8,10
"20638","Racquel","F",11,15
"20639","Radeen","M",5,6
"20640","Radek","M",9,7
"20641","Radford","M",8,8
"20642","Radha","F",35,27
"20643","Radhika","F",19,17
"20644","Radiance","F",6,8
"20645","Radin","M",8,11
"20646","Radlee","M",6,5
"20647","Radley","F",17,8
"20648","Radley","M",69,66
"20649","Rae","F",190,95
"20650","Raea","F",12,7
"20651","Raeann","F",19,28
"20652","Raeanna","F",13,19
"20653","Raeanne","F",8,14
"20654","Raed","M",16,14
"20655","Raeden","F",5,6
"20656","Raeden","M",13,21
"20657","Raedyn","F",22,18
"20658","Raedyn","M",8,16
"20659","Raef","M",13,10
"20660","Raegan","F",1129,1165
"20661","Raegan","M",19,8
"20662","Raegen","F",42,37
"20663","Raeghan","F",36,28
"20664","Raegin","F",5,5
"20665","Raegyn","F",20,36
"20666","Raekwon","M",9,11
"20667","Rael","F",6,6
"20668","Rael","M",6,7
"20669","Raela","F",10,8
"20670","Raelan","F",6,17
"20671","Raelee","F",91,103
"20672","Raeleen","F",11,6
"20673","Raeleigh","F",129,127
"20674","Raelene","F",9,16
"20675","Raeley","F",14,15
"20676","Raeli","F",5,5
"20677","Raelie","F",6,9
"20678","Raelin","F",22,38
"20679","Raelinn","F",6,11
"20680","Raelle","F",16,15
"20681","Raelyn","F",1024,961
"20682","Raelynn","F",1971,1797
"20683","Raelynne","F",47,43
"20684","Raena","F",42,28
"20685","Raeonna","F",6,5
"20686","Raeven","F",8,9
"20687","Raevyn","F",31,26
"20688","Raeya","F",49,32
"20689","Rafael","M",1232,1222
"20690","Rafaela","F",45,38
"20691","Rafaella","F",40,27
"20692","Rafay","M",8,10
"20693","Rafe","M",85,82
"20694","Rafeal","M",6,6
"20695","Rafeef","F",9,9
"20696","Raffaele","M",17,14
"20697","Raffaella","F",7,10
"20698","Rafferty","M",10,12
"20699","Raffi","M",19,11
"20700","Rafi","M",15,18
"20701","Rafif","F",5,7
"20702","Rafiq","M",7,8
"20703","Ragan","F",17,16
"20704","Rage","M",6,9
"20705","Ragen","F",5,7
"20706","Raghad","F",22,18
"20707","Raghav","M",55,66
"20708","Ragnar","M",39,32
"20709","Raha","F",12,10
"20710","Rahaf","F",46,49
"20711","Raheel","F",7,8
"20712","Raheel","M",12,7
"20713","Raheem","M",156,152
"20714","Raheim","M",9,6
"20715","Rahel","F",9,12
"20716","Rahi","F",12,9
"20717","Rahiem","M",11,13
"20718","Rahil","F",6,5
"20719","Rahil","M",12,20
"20720","Rahim","M",39,39
"20721","Rahima","F",8,15
"20722","Rahkeem","M",13,10
"20723","Rahm","M",7,7
"20724","Rahma","F",97,75
"20725","Rahmah","F",17,16
"20726","Rahman","M",23,20
"20727","Rahmel","M",9,9
"20728","Rahmir","M",27,21
"20729","Rahsaan","M",16,7
"20730","Rahul","M",16,14
"20731","Rai","M",21,9
"20732","Raia","F",16,11
"20733","Raidan","M",6,5
"20734","Raiden","F",39,26
"20735","Raiden","M",736,632
"20736","Raider","M",28,32
"20737","Raidon","M",6,7
"20738","Raidyn","F",9,8
"20739","Raidyn","M",45,32
"20740","Raif","M",10,18
"20741","Raife","M",5,6
"20742","Raigan","F",39,38
"20743","Raigen","F",13,20
"20744","Raighan","F",5,7
"20745","Raihan","M",14,12
"20746","Railee","F",18,16
"20747","Raileigh","F",16,16
"20748","Railey","F",35,27
"20749","Railyn","F",64,48
"20750","Railynn","F",61,61
"20751","Raima","F",10,8
"20752","Rain","F",96,93
"20753","Rain","M",31,34
"20754","Raina","F",341,295
"20755","Rainah","F",8,14
"20756","Rainan","M",5,5
"20757","Rainbow","F",15,12
"20758","Raine","F",97,89
"20759","Raine","M",10,14
"20760","Rainee","F",15,11
"20761","Rainer","M",43,36
"20762","Rainey","F",60,44
"20763","Raini","F",8,5
"20764","Rainie","F",14,13
"20765","Rainier","M",30,35
"20766","Rainn","F",7,6
"20767","Rainn","M",5,5
"20768","Rainna","F",8,7
"20769","Rainy","F",23,28
"20770","Raisa","F",23,27
"20771","Raissa","F",14,7
"20772","Raistlin","M",7,9
"20773","Raiven","F",6,8
"20774","Raivyn","F",8,9
"20775","Raiya","F",23,28
"20776","Raiyah","F",8,10
"20777","Raiyan","M",17,10
"20778","Raiyn","F",5,7
"20779","Raiyne","F",10,5
"20780","Raiza","F",10,9
"20781","Raizel","F",49,47
"20782","Raizy","F",87,100
"20783","Raj","M",23,38
"20784","Raja","M",13,15
"20785","Rajah","M",14,6
"20786","Rajan","M",18,14
"20787","Rajon","M",20,27
"20788","Rajveer","M",32,25
"20789","Rajvir","M",6,7
"20790","Rakan","M",54,34
"20791","Rakeb","F",10,8
"20792","Rakeem","M",40,31
"20793","Rakel","F",9,8
"20794","Rakim","M",32,14
"20795","Rakiya","F",11,8
"20796","Rakiyah","F",12,14
"20797","Raksha","F",7,6
"20798","Rakshan","M",9,5
"20799","Raleigh","F",168,154
"20800","Raleigh","M",89,77
"20801","Raley","F",11,10
"20802","Raliyah","F",6,9
"20803","Rally","M",10,7
"20804","Ralph","M",204,184
"20805","Ralston","M",12,15
"20806","Ralyn","F",7,7
"20807","Ralynn","F",9,16
"20808","Ram","M",42,30
"20809","Rama","F",21,21
"20810","Ramadan","M",15,12
"20811","Ramaj","M",7,6
"20812","Raman","M",7,8
"20813","Ramani","F",7,6
"20814","Ramari","M",7,7
"20815","Ramata","F",10,7
"20816","Ramatoulaye","F",6,6
"20817","Ramaya","F",5,12
"20818","Rameen","F",12,16
"20819","Rameer","M",5,5
"20820","Ramel","M",21,16
"20821","Ramell","M",6,8
"20822","Ramelo","M",7,5
"20823","Ramere","M",5,5
"20824","Rameses","M",8,8
"20825","Ramesses","M",16,12
"20826","Ramey","F",10,8
"20827","Rami","M",76,56
"20828","Ramia","F",9,6
"20829","Ramiah","F",20,22
"20830","Ramie","F",8,7
"20831","Ramiel","M",6,6
"20832","Ramier","M",7,5
"20833","Ramin","M",13,5
"20834","Ramir","M",34,42
"20835","Ramiro","M",224,198
"20836","Ramiya","F",13,18
"20837","Ramiyah","F",33,46
"20838","Ramla","F",13,15
"20839","Ramon","M",440,419
"20840","Ramona","F",285,243
"20841","Ramone","M",24,36
"20842","Ramsay","M",7,6
"20843","Ramses","M",127,114
"20844","Ramsey","F",115,83
"20845","Ramsey","M",150,130
"20846","Ramsie","F",10,6
"20847","Ramy","M",13,18
"20848","Ramya","F",27,30
"20849","Ramyah","F",11,6
"20850","Ramzey","M",9,8
"20851","Ramzi","M",21,21
"20852","Ramzy","M",14,13
"20853","Rana","F",62,46
"20854","Rana","M",8,13
"20855","Ranae","F",7,11
"20856","Ranbir","M",7,16
"20857","Rance","M",12,30
"20858","Rand","F",11,11
"20859","Rand","M",21,18
"20860","Randa","F",6,10
"20861","Randal","M",24,39
"20862","Randall","M",190,193
"20863","Randee","F",6,7
"20864","Randell","M",16,19
"20865","Randi","F",82,74
"20866","Randolph","M",36,44
"20867","Randon","M",10,22
"20868","Randy","M",417,491
"20869","Raneem","F",21,19
"20870","Ranger","M",69,49
"20871","Rani","F",25,18
"20872","Rania","F",89,101
"20873","Raniah","F",13,14
"20874","Raniya","F",60,36
"20875","Raniyah","F",103,117
"20876","Ransom","M",107,103
"20877","Ranveer","M",44,30
"20878","Ranvir","M",13,11
"20879","Ranya","F",29,28
"20880","Raphael","M",547,530
"20881","Raphaela","F",19,9
"20882","Raphaella","F",16,15
"20883","Raphaelle","F",7,9
"20884","Rapheal","M",12,20
"20885","Raquan","M",6,22
"20886","Raquel","F",332,375
"20887","Raquelle","F",10,15
"20888","Rarity","F",8,9
"20889","Rasean","M",7,7
"20890","Raseel","F",11,12
"20891","Rasha","F",14,6
"20892","Rashaad","M",38,39
"20893","Rashad","M",184,221
"20894","Rashard","M",42,30
"20895","Rashaud","M",20,19
"20896","Rashaun","M",41,35
"20897","Rashawn","M",55,85
"20898","Rashed","M",23,32
"20899","Rasheed","M",48,45
"20900","Rasheem","M",11,7
"20901","Rasheen","M",9,7
"20902","Rashel","F",13,16
"20903","Rashell","F",9,11
"20904","Rashelle","F",9,12
"20905","Rashi","F",5,6
"20906","Rashid","M",52,33
"20907","Rashod","M",10,13
"20908","Rashon","M",13,21
"20909","Rashun","M",9,6
"20910","Rasika","F",9,5
"20911","Rasul","M",12,8
"20912","Rateel","F",9,10
"20913","Raudel","M",19,15
"20914","Raul","M",649,691
"20915","Raunak","M",10,9
"20916","Raveena","F",6,10
"20917","Raven","F",626,652
"20918","Raven","M",39,37
"20919","Ravenna","F",21,26
"20920","Ravi","M",50,47
"20921","Ravleen","F",10,5
"20922","Ravneet","F",5,7
"20923","Ravon","M",10,8
"20924","Ravya","F",6,7
"20925","Ravyn","F",75,71
"20926","Ravynn","F",5,6
"20927","Rawan","F",45,32
"20928","Rawley","M",16,5
"20929","Rawlins","M",5,8
"20930","Rawson","M",7,8
"20931","Ray","F",21,10
"20932","Ray","M",322,347
"20933","Raya","F",232,203
"20934","Rayaan","F",10,23
"20935","Rayaan","M",45,57
"20936","Rayah","F",56,49
"20937","Rayan","F",55,61
"20938","Rayan","M",512,475
"20939","Rayana","F",31,19
"20940","Rayann","F",30,28
"20941","Rayanna","F",37,39
"20942","Rayanne","F",13,16
"20943","Rayansh","M",23,27
"20944","Rayce","M",27,50
"20945","Raycen","M",5,6
"20946","Raychel","F",12,8
"20947","Raydan","M",6,5
"20948","Raydel","M",17,10
"20949","Rayden","F",19,28
"20950","Rayden","M",328,379
"20951","Rayder","M",10,12
"20952","Raydin","M",13,8
"20953","Raydon","M",16,18
"20954","Raydyn","M",7,6
"20955","Raye","F",8,10
"20956","Rayelle","F",17,12
"20957","Rayelynn","F",5,10
"20958","Rayen","F",11,15
"20959","Rayen","M",11,6
"20960","Raygan","F",38,53
"20961","Raygen","F",32,34
"20962","Rayhan","M",32,30
"20963","Rayhana","F",14,15
"20964","Rayla","F",44,35
"20965","Raylah","F",5,6
"20966","Raylan","F",32,57
"20967","Raylan","M",481,630
"20968","Rayland","M",46,46
"20969","Raylea","F",11,10
"20970","Raylee","F",253,261
"20971","Raylee","M",6,6
"20972","Rayleen","F",23,13
"20973","Raylei","F",11,8
"20974","Rayleigh","F",158,156
"20975","Raylen","F",34,55
"20976","Raylen","M",91,104
"20977","Raylene","F",28,33
"20978","Rayley","F",10,6
"20979","Rayli","F",7,5
"20980","Raylie","F",19,25
"20981","Raylin","F",67,78
"20982","Raylin","M",33,41
"20983","Raylinn","F",15,19
"20984","Raylon","M",59,79
"20985","Raylyn","F",45,54
"20986","Raylyn","M",6,9
"20987","Raylynn","F",213,195
"20988","Raylynne","F",5,10
"20989","Raymir","M",6,5
"20990","Raymon","M",40,35
"20991","Raymond","M",1264,1378
"20992","Raymone","M",10,8
"20993","Raymundo","M",74,84
"20994","Rayn","F",20,20
"20995","Rayn","M",8,9
"20996","Rayna","F",431,392
"20997","Raynah","F",15,12
"20998","Raynaldo","M",8,8
"20999","Raynard","M",11,20
"21000","Raynav","M",7,6
"21001","Rayne","F",289,260
"21002","Rayne","M",42,28
"21003","Raynee","F",15,16
"21004","Rayner","M",17,16
"21005","Raynie","F",12,10
"21006","Raynor","M",18,16
"21007","Rayon","M",17,19
"21008","Rayonna","F",27,14
"21009","Rayquan","M",11,27
"21010","Raysean","M",10,12
"21011","Rayshaun","M",11,12
"21012","Rayshawn","M",52,54
"21013","Rayshon","M",13,7
"21014","Rayshun","M",5,5
"21015","Rayson","M",17,11
"21016","Rayven","F",66,87
"21017","Rayvin","F",11,8
"21018","Rayvn","F",5,9
"21019","Rayvon","M",30,39
"21020","Rayyan","F",16,21
"21021","Rayyan","M",185,198
"21022","Raza","M",5,14
"21023","Razan","F",63,61
"21024","Razia","F",6,6
"21025","Raziel","M",57,50
"21026","Raziya","F",24,23
"21027","Raziyah","F",14,9
"21028","Rea","F",23,15
"21029","Reagan","F",3081,3047
"21030","Reagan","M",202,206
"21031","Reagen","F",12,17
"21032","Reaghan","F",46,38
"21033","Reagyn","F",10,17
"21034","Reality","F",5,5
"21035","Realynn","F",9,8
"21036","Reana","F",9,5
"21037","Reanna","F",29,24
"21038","Reanne","F",5,5
"21039","Reata","F",14,13
"21040","Reba","F",22,14
"21041","Rebeca","F",214,179
"21042","Rebecca","F",1563,1718
"21043","Rebecka","F",15,14
"21044","Rebeka","F",31,30
"21045","Rebekah","F",522,600
"21046","Rebekka","F",10,15
"21047","Rebekkah","F",16,12
"21048","Rebel","F",102,83
"21049","Rebel","M",44,45
"21050","Rece","M",13,7
"21051","Red","M",9,6
"21052","Reda","M",15,15
"21053","Redd","M",10,6
"21054","Redding","M",33,19
"21055","Reddington","M",13,12
"21056","Redford","M",12,8
"21057","Redmond","M",22,17
"21058","Reece","F",175,179
"21059","Reece","M",474,492
"21060","Reed","F",38,37
"21061","Reed","M",960,1043
"21062","Reef","M",56,51
"21063","Reegan","F",42,48
"21064","Reegan","M",16,10
"21065","Reem","F",104,119
"21066","Reema","F",45,53
"21067","Reena","F",29,27
"21068","Rees","F",8,5
"21069","Rees","M",10,18
"21070","Reesa","F",5,10
"21071","Reese","F",1815,1853
"21072","Reese","M",380,357
"21073","Reet","F",18,33
"21074","Reeva","F",37,44
"21075","Reeve","F",12,12
"21076","Reeve","M",50,37
"21077","Reeves","M",25,26
"21078","Reeya","F",19,6
"21079","Refael","M",8,14
"21080","Refoel","M",8,12
"21081","Refugio","M",8,6
"21082","Regan","F",213,261
"21083","Regan","M",46,50
"21084","Reggie","F",8,11
"21085","Reggie","M",58,64
"21086","Reghan","F",18,19
"21087","Regina","F",733,604
"21088","Reginae","F",43,39
"21089","Reginald","M",277,252
"21090","Regino","M",7,6
"21091","Regis","M",13,10
"21092","Reha","F",8,6
"21093","Rehaan","M",24,16
"21094","Reham","F",15,17
"21095","Rehan","M",70,64
"21096","Rehana","F",6,10
"21097","Rehema","F",7,5
"21098","Rehmat","F",9,5
"21099","Rei","F",26,13
"21100","Rei","M",14,21
"21101","Reia","F",16,11
"21102","Reid","F",35,34
"21103","Reid","M",1393,1335
"21104","Reigan","F",18,10
"21105","Reighlyn","F",20,16
"21106","Reighlynn","F",20,14
"21107","Reighn","F",14,6
"21108","Reign","F",344,232
"21109","Reign","M",158,120
"21110","Reigna","F",10,13
"21111","Reika","F",6,7
"21112","Reiko","F",6,6
"21113","Reiley","F",12,12
"21114","Reilly","F",97,89
"21115","Reilly","M",94,84
"21116","Reily","M",6,12
"21117","Reilyn","F",10,15
"21118","Reilynn","F",12,16
"21119","Rein","F",8,8
"21120","Rein","M",9,6
"21121","Reina","F",328,284
"21122","Reinaldo","M",16,18
"21123","Reine","F",12,8
"21124","Reiner","M",9,12
"21125","Reis","M",20,16
"21126","Reiya","F",8,5
"21127","Reizy","F",5,5
"21128","Rejoice","F",10,8
"21129","Relena","F",8,7
"21130","Rella","F",9,5
"21131","Rema","F",11,6
"21132","Remas","F",9,15
"21133","Remedi","F",8,6
"21134","Remedy","F",39,36
"21135","Remi","F",1095,633
"21136","Remi","M",174,90
"21137","Remie","F",35,27
"21138","Remiel","M",5,15
"21139","Remigio","M",6,11
"21140","Remii","F",7,5
"21141","Remilynn","F",7,5
"21142","Remington","F",696,461
"21143","Remington","M",1401,1202
"21144","Remingtyn","F",20,9
"21145","Reminisce","F",7,5
"21146","Remmi","F",22,25
"21147","Remmie","F",19,19
"21148","Remmington","F",16,17
"21149","Remmington","M",25,17
"21150","Remmy","F",24,19
"21151","Remmy","M",61,46
"21152","Remo","M",10,8
"21153","Remus","M",19,9
"21154","Remy","F",394,332
"21155","Remy","M",648,554
"21156","Ren","F",28,13
"21157","Ren","M",113,71
"21158","Rena","F",68,63
"21159","Renad","F",12,17
"21160","Renae","F",35,52
"21161","Renaldo","M",9,12
"21162","Renan","M",10,8
"21163","Renard","M",9,8
"21164","Renata","F",573,446
"21165","Renatha","F",11,7
"21166","Renato","M",42,50
"21167","Renatta","F",36,19
"21168","Rene","F",20,19
"21169","Rene","M",245,276
"21170","Renea","F",11,13
"21171","Renee","F",257,240
"21172","Renesmae","F",27,40
"21173","Renesmay","F",10,15
"21174","Renesme","F",14,17
"21175","Renesmee","F",154,128
"21176","Renezmae","F",16,10
"21177","Reniya","F",15,10
"21178","Reniyah","F",11,24
"21179","Renlee","F",11,7
"21180","Renleigh","F",12,12
"21181","Renley","F",24,19
"21182","Renley","M",14,15
"21183","Renly","F",10,10
"21184","Renly","M",29,28
"21185","Renn","F",9,5
"21186","Renn","M",13,17
"21187","Renna","F",15,9
"21188","Renner","M",39,38
"21189","Rennick","M",5,7
"21190","Reno","M",26,21
"21191","Renzo","M",87,75
"21192","Reo","M",9,8
"21193","Reon","M",7,5
"21194","Retaj","F",15,19
"21195","Retal","F",18,23
"21196","Rett","M",5,7
"21197","Reuben","M",246,253
"21198","Reuel","M",13,8
"21199","Reuven","M",32,38
"21200","Reva","F",51,67
"21201","Revan","M",65,55
"21202","Revel","F",9,8
"21203","Revel","M",12,18
"21204","Reven","M",7,6
"21205","Revere","M",14,9
"21206","Reverie","F",17,14
"21207","Revin","M",6,8
"21208","Rex","M",419,371
"21209","Rexford","M",10,16
"21210","Rexton","M",37,25
"21211","Rexx","M",5,5
"21212","Rey","M",254,239
"21213","Reya","F",176,107
"21214","Reyaan","M",42,41
"21215","Reyaansh","M",28,16
"21216","Reyah","F",17,8
"21217","Reyan","M",48,40
"21218","Reyanna","F",5,5
"21219","Reyansh","M",317,255
"21220","Reyden","M",35,15
"21221","Reyes","M",56,68
"21222","Reygan","F",21,17
"21223","Reylan","M",10,7
"21224","Reyli","M",10,29
"21225","Reylynn","F",15,6
"21226","Reymond","M",12,12
"21227","Reymundo","M",34,38
"21228","Reyna","F",435,399
"21229","Reynaldo","M",144,171
"21230","Reyniel","M",5,6
"21231","Reynold","M",8,8
"21232","Reynolds","F",7,9
"21233","Reynolds","M",17,10
"21234","Reza","M",29,20
"21235","Reznor","M",10,9
"21236","Rhaegan","F",6,5
"21237","Rhaelyn","F",7,7
"21238","Rhaya","F",7,8
"21239","Rhea","F",285,271
"21240","Rheagan","F",28,26
"21241","Rhealynn","F",9,10
"21242","Rheanna","F",5,7
"21243","Rhegan","F",10,9
"21244","Rhema","F",43,41
"21245","Rhemi","F",26,13
"21246","Rhen","M",16,7
"21247","Rhet","M",13,5
"21248","Rhett","F",17,12
"21249","Rhett","M",1761,1338
"21250","Rheya","F",41,14
"21251","Rhia","F",7,9
"21252","Rhian","F",22,35
"21253","Rhianna","F",29,36
"21254","Rhiannon","F",140,119
"21255","Rhilee","F",11,16
"21256","Rhiley","F",60,54
"21257","Rhiley","M",7,10
"21258","Rhilyn","F",10,8
"21259","Rhilynn","F",25,9
"21260","Rhoda","F",50,47
"21261","Rhodes","M",59,63
"21262","Rhody","M",5,6
"21263","Rhonan","M",10,9
"21264","Rhonda","F",24,18
"21265","Rhone","M",13,8
"21266","Rhonin","M",17,8
"21267","Rhya","F",11,10
"21268","Rhyan","F",119,102
"21269","Rhyan","M",29,30
"21270","Rhyann","F",19,11
"21271","Rhyanna","F",7,6
"21272","Rhyatt","M",7,6
"21273","Rhyder","F",12,11
"21274","Rhyder","M",70,76
"21275","Rhydian","M",43,46
"21276","Rhyen","F",12,9
"21277","Rhyett","M",12,6
"21278","Rhyis","M",8,5
"21279","Rhyker","M",40,34
"21280","Rhyla","F",8,5
"21281","Rhylan","F",19,19
"21282","Rhylan","M",35,48
"21283","Rhyland","M",21,24
"21284","Rhylee","F",128,121
"21285","Rhylee","M",23,18
"21286","Rhylei","F",11,9
"21287","Rhyleigh","F",39,36
"21288","Rhylen","F",10,12
"21289","Rhylen","M",13,16
"21290","Rhylie","F",29,41
"21291","Rhylin","F",14,12
"21292","Rhylin","M",7,9
"21293","Rhylynn","F",13,15
"21294","Rhys","F",21,22
"21295","Rhys","M",606,560
"21296","Rhyse","M",10,5
"21297","Rhyson","M",5,5
"21298","Rhythm","F",28,23
"21299","Rhythm","M",39,33
